TargetColumn,Similarity,CandidateColumn
target_0,0.7365879319811768,Wang_clinical_data_0
target_1,0.5528751958985221,Wang_clinical_data_1
target_10,0.6995570327841002,Wang_clinical_data_12
target_11,0.6739453374162915,Wang_clinical_data_12
target_12,0.4393410167610884,Wang_clinical_data_19
target_13,0.33871464246557137,Wang_clinical_data_2
target_14,0.5066577554982116,Wang_clinical_data_6
target_15,0.6159048928959955,Wang_clinical_data_13
target_16,0.38631008499361774,Wang_cbttc_sample_info_6
target_2,1.0,Wang_clinical_data_7
target_3,0.9999992987636404,Wang_clinical_data_8
target_4,1.0,Wang_clinical_data_2
target_5,1.0,Wang_clinical_data_16
target_6,0.3682803621544435,Wang_clinical_data_22
target_7,0.38450439751820076,Wang_additional_annotations_41
target_8,0.39469670024620473,Wang_cbttc_sample_info_8
target_9,0.6459903948204285,Wang_clinical_data_12
