TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Clark_ccrcc_clinical_characteristics,case_submitter_id,Case_ID,0.4811688086793786
target,Clark_ccrcc_clinical_characteristics,age_at_diagnosis,Age,0.44952804350628095
target,Clark_ccrcc_clinical_characteristics,tumor_focality,Tumor_Focality,0.9514792425570057
target,Clark_ccrcc_clinical_characteristics,tumor_largest_dimension_diameter,Tumor_Size_cm,0.696955831931648
target,Clark_ccrcc_clinical_characteristics,primary_diagnosis,Path_Stage_Primary_Tumor_pT,0.42224689536175974
target,Clark_ccrcc_clinical_characteristics,morphology,Histologic_Type,0.4504887256587896
target,Clark_RNA-seq_sequencing_depth,tissue_or_organ_of_origin,Tissue Type,0.6173149926531744
target,Clark_ccrcc_clinical_characteristics,tumor_code,Tumor_Site,0.6178839284420156
target,Clark_ccrcc_clinical_characteristics,study,Grade,0.4108111660616851
target,Clark_ccrcc_clinical_characteristics,race,Race,0.8727293698884933
target,Clark_ccrcc_clinical_characteristics,ethnicity,Ethnicity_Self_Identify,0.6517840464938931
target,Clark_ccrcc_clinical_characteristics,gender,Gender,0.9392409643359091
target,Clark_ccrcc_clinical_characteristics,vital_status,BMI,0.3353592996007341
target,Clark_ccrcc_clinical_characteristics,ajcc_pathologic_t,Tumor_Stage_Pathological,0.44779974319020965
target,Clark_ccrcc_clinical_characteristics,ajcc_pathologic_n,Tumor_Stage_Pathological,0.4449974466619997
target,Clark_ccrcc_clinical_characteristics,ajcc_pathologic_stage,Tumor_Stage_Pathological,0.5818087830348941
target,Clark_ccrcc_clinical_characteristics,tumor_grade,Tumor_Site,0.6201404775815258
