TargetColumn,Similarity,CandidateColumn
target_0,0.5160237831376024,Vasaikar_B-ClinicalData_0
target_1,0.44952804350628095,Vasaikar_B-ClinicalData_11
target_10,0.5447168929526928,Vasaikar_B-ClinicalData_44
target_11,0.49471821793933235,Vasaikar_B-ClinicalData_44
target_12,0.393716444365551,Vasaikar_B-ClinicalData_1
target_13,0.3168665988549051,Vasaikar_A-Annotation_5
target_14,0.3736382636158557,Vasaikar_B-ClinicalData_44
target_15,0.6409494447112762,Vasaikar_B-ClinicalData_26
target_16,0.5205538312603273,Vasaikar_B-ClinicalData_17
target_2,0.5227027145131871,Vasaikar_B-ClinicalData_12
target_3,0.37191421184961027,Vasaikar_B-ClinicalData_12
target_4,0.9392409643359091,Vasaikar_B-ClinicalData_12
target_5,0.8244046296091387,Vasaikar_B-ClinicalData_25
target_6,0.3577180175771607,Vasaikar_B-ClinicalData_15
target_7,0.3493822908872588,Vasaikar_B-ClinicalData_1
target_8,0.4344196805442293,Vasaikar_B-ClinicalData_17
target_9,0.6678643031386374,Vasaikar_B-ClinicalData_26
