TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Cao_Molecular_phenotype_data,case_submitter_id,case_id,0.7366149047126508
target,Cao_Clinical_data,age_at_diagnosis,age,0.5528751958985221
target,Cao_Clinical_data,tumor_focality,tumor_focality,1.0
target,Cao_Clinical_data,tumor_largest_dimension_diameter,tumor_size_cm,0.7109463893499525
target,Cao_Clinical_data,primary_diagnosis,histology_diagnosis,0.5044766855665109
target,Cao_Clinical_data,morphology,histology_diagnosis,0.5165168426929889
target,Cao_Clinical_data,tissue_or_organ_of_origin,tumor_site,0.47522772800037316
target,Cao_Clinical_data,tumor_code,tumor_site,0.7108715357261512
target,Cao_Clinical_data,study,normal_included_for_the_study,0.415598551740749
target,Cao_Clinical_data,race,race,1.0
target,Cao_Clinical_data,ethnicity,race,0.535208938024419
target,Cao_Clinical_data,gender,sex,0.5567516361362777
target,Cao_Clinical_data,vital_status,vital_status,1.0
target,Cao_Clinical_data,ajcc_pathologic_t,additional_pathologic_findings,0.5481841177849421
target,Cao_Clinical_data,ajcc_pathologic_n,additional_pathologic_findings,0.567162103318372
target,Cao_Clinical_data,ajcc_pathologic_stage,tumor_stage_pathological,0.5970548658219652
target,Cao_Clinical_data,tumor_grade,tumor_site,0.6818813698376108
