TargetColumn,Similarity,CandidateColumn
target_0,0.5671469483476691,Vasaikar_B-ClinicalData_0
target_1,0.5498757125096353,Vasaikar_B-ClinicalData_11
target_10,0.503715367375007,Vasaikar_B-ClinicalData_26
target_11,0.5246817377466451,Vasaikar_B-ClinicalData_44
target_12,0.4667758975366828,Vasaikar_B-ClinicalData_13
target_13,0.4468574323707566,Vasaikar_B-ClinicalData_11
target_14,0.39431099853864493,Vasaikar_B-ClinicalData_16
target_15,0.5436080822084488,Vasaikar_B-ClinicalData_26
target_16,0.29121251964262895,Vasaikar_B-ClinicalData_1
target_2,0.3643442896266873,Vasaikar_B-ClinicalData_12
target_3,0.29063981826326024,Vasaikar_A-Annotation_0
target_4,0.7623149155388589,Vasaikar_B-ClinicalData_12
target_5,0.835210224937667,Vasaikar_B-ClinicalData_25
target_6,0.695721333435556,Vasaikar_B-ClinicalData_15
target_7,0.565835130412765,Vasaikar_B-ClinicalData_16
target_8,0.8046963350343578,Vasaikar_B-ClinicalData_17
target_9,0.5782270092992592,Vasaikar_B-ClinicalData_26
