TargetColumn,Similarity,CandidateColumn
target_0,0.4279060576398037,McDermott_OneYearFollowUp_0
target_1,0.4969122212814546,McDermott_OneYearFollowUp_20
target_10,0.6347340134465315,McDermott_OneYearFollowUp_1
target_11,0.6463824185487461,McDermott_BaselineClinicalData_15
target_12,0.6198041245524603,McDermott_BaselineClinicalData_12
target_13,0.5167686497168965,McDermott_OneYearFollowUp_49
target_14,0.49080585980229285,McDermott_BaselineClinicalData_9
target_15,0.6348928131345543,McDermott_OneYearFollowUp_1
target_16,0.35910481353337076,McDermott_BaselineClinicalData_5
target_2,1.0,McDermott_BaselineClinicalData_5
target_3,1.0,McDermott_BaselineClinicalData_6
target_4,1.0,McDermott_BaselineClinicalData_4
target_5,0.7428925624420089,McDermott_OneYearFollowUp_5
target_6,0.5459385199648452,McDermott_OneYearFollowUp_70
target_7,0.5483004267611622,McDermott_OneYearFollowUp_70
target_8,0.6571140735982786,McDermott_OneYearFollowUp_70
target_9,0.8822683648695097,McDermott_BaselineClinicalData_14
