TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Dou_UCEC_CPTAC3_meta_table_V2.1,case_submitter_id,Case_excluded,0.5669082162809762
target,Dou_UCEC_CPTAC3_meta_table_V2.1,age_at_diagnosis,Age,0.5528751958985223
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tumor_focality,Tumor_Focality,1.0
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tumor_largest_dimension_diameter,Tumor_Size_cm,0.7109463893499526
target,Dou_UCEC_CPTAC3_meta_table_V2.1,primary_diagnosis,Path_Stage_Primary_Tumor-pT,0.48529035283344557
target,Dou_UCEC_CPTAC3_meta_table_V2.1,morphology,Histologic_type,0.49629529671721717
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tissue_or_organ_of_origin,Tumor_Site_Other,0.4917633725902728
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tumor_code,Tumor_Site,0.7108715357261514
target,Dou_UCEC_CPTAC3_meta_table_V2.1,study,Race,0.35910481353337076
target,Dou_UCEC_CPTAC3_meta_table_V2.1,race,Race,1.0
target,Dou_UCEC_CPTAC3_meta_table_V2.1,ethnicity,Ethnicity,1.0
target,Dou_UCEC_CPTAC3_meta_table_V2.1,gender,Gender,1.0
target,Dou_UCEC_CPTAC3_meta_table_V2.1,vital_status,MSI_status,0.4504913267773587
target,Dou_UCEC_CPTAC3_meta_table_V2.1,ajcc_pathologic_t,Pathway_activity_JAK.STAT,0.44788518261273524
target,Dou_UCEC_CPTAC3_meta_table_V2.1,ajcc_pathologic_n,Pathway_activity_JAK.STAT,0.4367735799657826
target,Dou_UCEC_CPTAC3_meta_table_V2.1,ajcc_pathologic_stage,tumor_Stage-Pathological,0.5970907346022966
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tumor_grade,Tumor_Site,0.6818813698376109
