TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Krug_C)_QC_WXS,case_submitter_id,participant,0.3945295200459057
target,Krug_A)_Metadata,age_at_diagnosis,ER.Updated.Clinical.Status,0.4125220231802399
target,Krug_A)_Metadata,tumor_focality,Tumor.Stage,0.6019522569819815
target,Krug_A)_Metadata,tumor_largest_dimension_diameter,Tumor.Stage,0.5944129193842318
target,Krug_A)_Metadata,primary_diagnosis,PR.Clinical.Status,0.4503188695538767
target,Krug_C)_QC_WXS,morphology,Type,0.4298689882715895
target,Krug_A)_Metadata,tissue_or_organ_of_origin,Tumor.Stage,0.41440045901780853
target,Krug_D)_QC_mutation_calls,tumor_code,Tumor_Sample_Barcode,0.7037416769587606
target,Krug_B)_QC_RNA-seq,study,Notes,0.398764497995274
target,Krug_A)_Metadata,race,Ethnicity,0.535208938024419
target,Krug_A)_Metadata,ethnicity,Ethnicity,1.0
target,Krug_A)_Metadata,gender,Gender,1.0
target,Krug_A)_Metadata,vital_status,TNBC.Updated.Clinical.Status,0.49452634660441364
target,Krug_A)_Metadata,ajcc_pathologic_t,PR.Clinical.Status,0.41093545285106436
target,Krug_A)_Metadata,ajcc_pathologic_n,PR.Clinical.Status,0.4222149034923709
target,Krug_A)_Metadata,ajcc_pathologic_stage,PR.Clinical.Status,0.4923721467719727
target,Krug_A)_Metadata,tumor_grade,Tumor.Stage,0.6843333555372916
