TargetColumn,Similarity,CandidateColumn
target_0,0.7365879319811768,Clark_ccrcc_clinical_characteristics_0
target_1,0.5528434612774927,Clark_ccrcc_clinical_characteristics_3
target_10,1.0,Clark_ccrcc_clinical_characteristics_10
target_11,0.7109463893499526,Clark_ccrcc_clinical_characteristics_9
target_12,0.4852761565090671,Clark_ccrcc_clinical_characteristics_14
target_13,0.49629529671721717,Clark_ccrcc_clinical_characteristics_11
target_14,0.6492321917869289,Clark_RNA-seq_sequencing_depth_1
target_15,0.7108715357261514,Clark_ccrcc_clinical_characteristics_7
target_16,0.44222097826828155,Clark_ccrcc_clinical_characteristics_12
target_2,1.0,Clark_ccrcc_clinical_characteristics_5
target_3,0.7260819286311266,Clark_ccrcc_clinical_characteristics_6
target_4,1.0,Clark_ccrcc_clinical_characteristics_2
target_5,0.3528425358352747,Clark_ccrcc_clinical_characteristics_12
target_6,0.4466853987694568,Clark_ccrcc_clinical_characteristics_13
target_7,0.43583032565568525,Clark_ccrcc_clinical_characteristics_13
target_8,0.5970548658219651,Clark_ccrcc_clinical_characteristics_13
target_9,0.6818813698376109,Clark_ccrcc_clinical_characteristics_7
