TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Gillette_Annotions_S1A,case_submitter_id,Participant,0.3945295200459057
target,Gillette_Annotions_S1A,age_at_diagnosis,Age,0.5528751958985223
target,Gillette_Annotions_S1A,tumor_focality,Tumor.Purity.byESTIMATE.RNAseq,0.4856313015299496
target,Gillette_Annotions_S1A,tumor_largest_dimension_diameter,Tumor.Purity.byESTIMATE.RNAseq,0.4456657430772041
target,Gillette_Annotions_S1A,primary_diagnosis,RB1.mutation,0.3448691931505573
target,Gillette_Annotions_S1A,morphology,Dominant.Histological.Subtype,0.47364502923157614
target,Gillette_Annotions_S1A,tissue_or_organ_of_origin,Region.of.Origin,0.517135838033724
target,Gillette_Annotions_S1A,tumor_code,Tumor.Purity.byESTIMATE.RNAseq,0.5020767493267163
target,Gillette_Annotions_S1A,study,Stage,0.504569626622017
target,Gillette_Annotions_S1A,race,Ethnicity,0.535208938024419
target,Gillette_Annotions_S1A,ethnicity,Ethnicity,1.0
target,Gillette_Annotions_S1A,gender,Gender,1.0
target,Gillette_Annotions_S1A,vital_status,CIMP.status,0.4423267592478317
target,Gillette_Annotions_S1A,ajcc_pathologic_t,QC.status,0.3133961943100153
target,Gillette_Annotions_S1A,ajcc_pathologic_n,Number.somatic.mutations,0.31258583898728065
target,Gillette_Annotions_S1A,ajcc_pathologic_stage,Stage,0.4527666461790846
target,Gillette_Annotions_S1A,tumor_grade,Tumor.Purity.byESTIMATE.RNAseq,0.5244690778952042
