TargetColumn,Similarity,CandidateColumn
target_0,0.4665837128748227,Dou_UCEC_CPTAC3_meta_table_V2.1_2
target_1,0.3930272120061349,Dou_UCEC_CPTAC3_meta_table_V2.1_24
target_10,0.7972035128172824,Dou_UCEC_CPTAC3_meta_table_V2.1_31
target_11,0.6634259989441056,Dou_UCEC_CPTAC3_meta_table_V2.1_32
target_12,0.39312151035926846,Dou_UCEC_CPTAC3_meta_table_V2.1_16
target_13,0.3886574250284416,Dou_UCEC_CPTAC3_meta_table_V2.1_11
target_14,0.44660118559260376,Dou_UCEC_CPTAC3_meta_table_V2.1_29
target_15,0.5757031638385405,Dou_UCEC_CPTAC3_meta_table_V2.1_162
target_16,0.2948931262889417,Dou_UCEC_CPTAC3_meta_table_V2.1_0
target_2,0.5831952796724339,Dou_UCEC_CPTAC3_meta_table_V2.1_26
target_3,0.5531783411934086,Dou_UCEC_CPTAC3_meta_table_V2.1_27
target_4,0.5747133492331281,Dou_UCEC_CPTAC3_meta_table_V2.1_28
target_5,0.3564079601632577,Dou_UCEC_CPTAC3_meta_table_V2.1_79
target_6,0.41690314901186776,Dou_UCEC_CPTAC3_meta_table_V2.1_84
target_7,0.4159234915230998,Dou_UCEC_CPTAC3_meta_table_V2.1_84
target_8,0.5749409389205714,Dou_UCEC_CPTAC3_meta_table_V2.1_20
target_9,0.6193211617114066,Dou_UCEC_CPTAC3_meta_table_V2.1_32
