TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Gillette_Annotions_S1A,case_submitter_id,Participant,0.4179124480253449
target,Gillette_Annotions_S1A,age_at_diagnosis,Age,0.375647668872371
target,Gillette_Annotions_S1A,tumor_focality,Type,0.5268739716604255
target,Gillette_Annotions_S1A,tumor_largest_dimension_diameter,Tumor.Purity.byESTIMATE.RNAseq,0.4525111302504212
target,Gillette_Annotions_S1A,primary_diagnosis,Stage,0.3372432479714016
target,Gillette_Annotions_S1A,morphology,Dominant.Histological.Subtype,0.3251199729394928
target,Gillette_Annotions_S1A,tissue_or_organ_of_origin,Type,0.40267077276785757
target,Gillette_Annotions_S1A,tumor_code,Type,0.5548776847735579
target,Gillette_Annotions_S1A,study,Methylation.QC,0.29878650820379127
target,Gillette_Annotions_S1A,race,Ethnicity,0.38058381819371734
target,Gillette_Annotions_S1A,ethnicity,Ethnicity,0.5970814779821552
target,Gillette_Annotions_S1A,gender,Gender,0.5712871582006795
target,Gillette_Annotions_S1A,vital_status,Smoking.Status,0.36258514870867486
target,Gillette_Annotions_S1A,ajcc_pathologic_t,Participant,0.34222734717468617
target,Gillette_Annotions_S1A,ajcc_pathologic_n,Participant,0.37374463633476684
target,Gillette_Annotions_S1A,ajcc_pathologic_stage,Stage,0.45352690479269475
target,Gillette_Annotions_S1A,tumor_grade,Type,0.5790848791293934
