TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Clark_ccrcc_clinical_characteristics,case_submitter_id,Case_ID,0.6076592107730782
target,Clark_ccrcc_clinical_characteristics,age_at_diagnosis,Age,0.3724187004909578
target,Clark_ccrcc_clinical_characteristics,tumor_focality,Tumor_Focality,0.7857893812732328
target,Clark_ccrcc_clinical_characteristics,tumor_largest_dimension_diameter,Tumor_Size_cm,0.6590293716632541
target,Clark_ccrcc_clinical_characteristics,primary_diagnosis,Path_Stage_Primary_Tumor_pT,0.4344961059914464
target,Clark_ccrcc_clinical_characteristics,morphology,Tumor_Stage_Pathological,0.29249499137647195
target,Clark_RNA-seq_sequencing_depth,tissue_or_organ_of_origin,Tissue Type,0.5264995613458753
target,Clark_ccrcc_clinical_characteristics,tumor_code,Tumor_Size_cm,0.5857266530231827
target,Clark_RNA-seq_sequencing_depth,study,Case,0.27183772278958784
target,Clark_ccrcc_clinical_characteristics,race,Race,0.5831952796724339
target,Clark_ccrcc_clinical_characteristics,ethnicity,Ethnicity_Self_Identify,0.5495544126692362
target,Clark_ccrcc_clinical_characteristics,gender,Gender,0.5698481523714627
target,Clark_ccrcc_clinical_characteristics,vital_status,BMI,0.3173798965888637
target,Clark_ccrcc_clinical_characteristics,ajcc_pathologic_t,Tumor_Stage_Pathological,0.38166504614248065
target,Clark_ccrcc_clinical_characteristics,ajcc_pathologic_n,Case_ID,0.39508007531600087
target,Clark_ccrcc_clinical_characteristics,ajcc_pathologic_stage,Tumor_Stage_Pathological,0.5432867270059573
target,Clark_ccrcc_clinical_characteristics,tumor_grade,Tumor_Size_cm,0.6013187657897574
