TargetColumn,Similarity,CandidateColumn
target_0,0.7366149047126508,Cao_Molecular_phenotype_data_0
target_1,0.5528751958985221,Cao_Clinical_data_4
target_10,1.0,Cao_Clinical_data_9
target_11,0.7109463893499525,Cao_Clinical_data_10
target_12,0.5044766855665109,Cao_Clinical_data_3
target_13,0.5165168426929889,Cao_Clinical_data_3
target_14,0.47522772800037316,Cao_Clinical_data_8
target_15,0.7108715357261512,Cao_Clinical_data_8
target_16,0.415598551740749,Cao_Clinical_data_2
target_2,1.0,Cao_Clinical_data_6
target_3,0.535208938024419,Cao_Clinical_data_6
target_4,0.5567516361362777,Cao_Clinical_data_5
target_5,1.0,Cao_Clinical_data_36
target_6,0.5481841177849421,Cao_Clinical_data_22
target_7,0.567162103318372,Cao_Clinical_data_22
target_8,0.5970548658219652,Cao_Clinical_data_21
target_9,0.6818813698376108,Cao_Clinical_data_8
