TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Gillette_Annotions_S1A,case_submitter_id,Sample.ID,0.42749435032510896
target,Gillette_Annotions_S1A,age_at_diagnosis,Age,0.44952804350628095
target,Gillette_Annotions_S1A,tumor_focality,Tumor.Purity.byESTIMATE.RNAseq,0.4580587365700598
target,Gillette_Annotions_S1A,tumor_largest_dimension_diameter,Tumor.Purity.byESTIMATE.RNAseq,0.4266987423381775
target,Gillette_Annotions_S1A,primary_diagnosis,RB1.mutation,0.3458977246125028
target,Gillette_Annotions_S1A,morphology,Type,0.384044390074719
target,Gillette_Annotions_S1A,tissue_or_organ_of_origin,Region.of.Origin,0.48639090365593773
target,Gillette_Annotions_S1A,tumor_code,Tumor.Purity.byESTIMATE.RNAseq,0.4998111133261707
target,Gillette_Annotions_S1A,study,Stage,0.5205255771844701
target,Gillette_Annotions_S1A,race,Gender,0.5227027145131871
target,Gillette_Annotions_S1A,ethnicity,Ethnicity,0.8864610259766157
target,Gillette_Annotions_S1A,gender,Gender,0.9392409643359091
target,Gillette_Annotions_S1A,vital_status,Smoking.Status,0.42707152042579866
target,Gillette_Annotions_S1A,ajcc_pathologic_t,QC.status,0.3175138321914206
target,Gillette_Annotions_S1A,ajcc_pathologic_n,QC.status,0.3146140597402345
target,Gillette_Annotions_S1A,ajcc_pathologic_stage,Stage,0.4343527915376775
target,Gillette_Annotions_S1A,tumor_grade,Tumor.Purity.byESTIMATE.RNAseq,0.515913167190529
