TargetColumn,Similarity,CandidateColumn
target_0,0.42749435032510896,Krug_B)_QC_RNA-seq_0
target_1,0.3957196909439963,Krug_A)_Metadata_4
target_10,0.5423347063162226,Krug_A)_Metadata_4
target_11,0.4999360588001094,Krug_A)_Metadata_4
target_12,0.38836457897393717,Krug_A)_Metadata_13
target_13,0.384044390074719,Krug_C)_QC_WXS_0
target_14,0.3664150394524849,Krug_A)_Metadata_4
target_15,0.6740120802498738,Krug_D)_QC_mutation_calls_6
target_16,0.39050640435556105,Krug_C)_QC_WXS_2
target_2,0.5227027145131871,Krug_A)_Metadata_10
target_3,0.8865531139559087,Krug_A)_Metadata_11
target_4,0.9392409643359091,Krug_A)_Metadata_10
target_5,0.4870223480221465,Krug_A)_Metadata_13
target_6,0.3567738683758217,Krug_A)_Metadata_13
target_7,0.35749386547353856,Krug_A)_Metadata_13
target_8,0.49812113947034553,Krug_A)_Metadata_4
target_9,0.6733700912576641,Krug_A)_Metadata_4
