UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:PUS7, -0.573213
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:SRPK2, -0.567554
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:SNX10, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:LOC441204, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:KIAA0087, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:C7orf71, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:SKAP2, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOTAIRM1, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA1, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA2, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA3, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA4, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA-AS3, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA5, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA6, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA10-AS, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA10-HOXA9, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA7, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA9, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:MIR196B, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA10, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA11-AS, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA11, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOXA13, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HOTTIP, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:EVX1, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HIBADH, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:TAX1BP1, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:CHN2, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:PRR15, -0.556530
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:LHFPL3, -0.530481
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:LHFPL3-AS1, -0.530481
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:LHFPL3-AS2, -0.530481
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:LINC01004, -0.530481
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:KMT2E-AS1, -0.530481
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:KMT2E, -0.530481
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:NFE2L3, -0.522365
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:HNRNPA2B1, -0.522365
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:CBX3, -0.522365
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:SCRN1, -0.477498
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:FKBP14, -0.477498
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:PLEKHA8, -0.477498
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:MTURN, -0.477498
UCEC_discovery_WGS_CNA_gene_level_THRESHOLD.csv/case_id:LINC00525, -0.472027
