TargetColumn,Similarity,CandidateColumn
target_0,0.3945295200459057,Krug_C)_QC_WXS_2
target_1,0.4125220231802399,Krug_A)_Metadata_12
target_10,0.6019522569819815,Krug_A)_Metadata_4
target_11,0.5944129193842318,Krug_A)_Metadata_4
target_12,0.4503188695538767,Krug_A)_Metadata_13
target_13,0.4298689882715895,Krug_C)_QC_WXS_0
target_14,0.41440045901780853,Krug_A)_Metadata_4
target_15,0.7037416769587606,Krug_D)_QC_mutation_calls_6
target_16,0.398764497995274,Krug_B)_QC_RNA-seq_6
target_2,0.535208938024419,Krug_A)_Metadata_11
target_3,1.0,Krug_A)_Metadata_11
target_4,1.0,Krug_A)_Metadata_10
target_5,0.49452634660441364,Krug_A)_Metadata_15
target_6,0.41093545285106436,Krug_A)_Metadata_13
target_7,0.4222149034923709,Krug_A)_Metadata_13
target_8,0.4923721467719727,Krug_A)_Metadata_13
target_9,0.6843333555372916,Krug_A)_Metadata_4
