TargetColumn,Similarity,CandidateColumn
target_0,0.7365879319811768,Wang_clinical_data_0
target_1,0.5528751958985223,Wang_clinical_data_1
target_10,0.6994594426124994,Wang_clinical_data_12
target_11,0.6739001418780944,Wang_clinical_data_12
target_12,0.4393410167610885,Wang_clinical_data_19
target_13,0.33871464246557126,Wang_clinical_data_2
target_14,0.5066577554982117,Wang_clinical_data_6
target_15,0.6159162224606981,Wang_clinical_data_13
target_16,0.38631008499361785,Wang_cbttc_sample_info_6
target_2,1.0,Wang_clinical_data_7
target_3,1.0,Wang_clinical_data_8
target_4,1.0,Wang_clinical_data_2
target_5,1.0,Wang_clinical_data_16
target_6,0.368311150940724,Wang_clinical_data_22
target_7,0.38450439751820065,Wang_additional_annotations_41
target_8,0.39469670024620473,Wang_cbttc_sample_info_8
target_9,0.6459906547390201,Wang_clinical_data_12
