TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Vasaikar_B-ClinicalData,case_submitter_id,SampleID,0.4898286926749045
target,Vasaikar_B-ClinicalData,age_at_diagnosis,Age,0.5528751958985223
target,Vasaikar_B-ClinicalData,tumor_focality,Tumor.Status,0.6005787425015366
target,Vasaikar_B-ClinicalData,tumor_largest_dimension_diameter,Tumor.Status,0.49112052800559247
target,Vasaikar_B-ClinicalData,primary_diagnosis,Clinical,0.4607884120275135
target,Vasaikar_A-Annotation,morphology,Definition,0.3735364173321474
target,Vasaikar_B-ClinicalData,tissue_or_organ_of_origin,TumorPurity,0.43125950570854643
target,Vasaikar_B-ClinicalData,tumor_code,Tumor.Status,0.6728862510381481
target,Vasaikar_B-ClinicalData,study,Stage,0.504586138792739
target,Vasaikar_B-ClinicalData,race,Gender,0.5347657151372489
target,Vasaikar_B-ClinicalData,ethnicity,Gender,0.38550745432081057
target,Vasaikar_B-ClinicalData,gender,Gender,1.0
target,Vasaikar_B-ClinicalData,vital_status,Vital.Status,0.9150849782916111
target,Vasaikar_B-ClinicalData,ajcc_pathologic_t,PT,0.4166352360093247
target,Vasaikar_B-ClinicalData,ajcc_pathologic_n,Clinical,0.38560301053403245
target,Vasaikar_B-ClinicalData,ajcc_pathologic_stage,Stage,0.45276035231511436
target,Vasaikar_B-ClinicalData,tumor_grade,Tumor.Status,0.6867536688815484
