TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Cao_Proteins_phospho_glyco_IDs,case_submitter_id,Case_ID,0.7366096776854227
target,Cao_Clinical_data,age_at_diagnosis,age,0.5528438901966446
target,Cao_Clinical_data,tumor_focality,tumor_focality,1.0
target,Cao_Clinical_data,tumor_largest_dimension_diameter,tumor_size_cm,0.7109463893499526
target,Cao_Clinical_data,primary_diagnosis,histology_diagnosis,0.504476685566511
target,Cao_Clinical_data,morphology,histology_diagnosis,0.516516842692989
target,Cao_Clinical_data,tissue_or_organ_of_origin,tumor_site,0.47522772800037316
target,Cao_Clinical_data,tumor_code,tumor_site,0.7108715357261514
target,Cao_Clinical_data,study,normal_included_for_the_study,0.4155985517407491
target,Cao_Clinical_data,race,race,1.0
target,Cao_Clinical_data,ethnicity,race,0.535208938024419
target,Cao_Clinical_data,gender,sex,0.5567516361362778
target,Cao_Clinical_data,vital_status,vital_status,1.0
target,Cao_Clinical_data,ajcc_pathologic_t,additional_pathologic_findings,0.5481841177849421
target,Cao_Clinical_data,ajcc_pathologic_n,additional_pathologic_findings,0.5671621033183721
target,Cao_Clinical_data,ajcc_pathologic_stage,tumor_stage_pathological,0.5970548658219651
target,Cao_Clinical_data,tumor_grade,tumor_site,0.6818813698376109
