TargetColumn,Similarity,CandidateColumn
target_0,0.5669082162809762,Dou_UCEC_CPTAC3_meta_table_V2.1_2
target_1,0.5528751958985223,Dou_UCEC_CPTAC3_meta_table_V2.1_24
target_10,1.0,Dou_UCEC_CPTAC3_meta_table_V2.1_31
target_11,0.7109463893499526,Dou_UCEC_CPTAC3_meta_table_V2.1_32
target_12,0.48529035283344557,Dou_UCEC_CPTAC3_meta_table_V2.1_16
target_13,0.49629529671721717,Dou_UCEC_CPTAC3_meta_table_V2.1_13
target_14,0.4917633725902728,Dou_UCEC_CPTAC3_meta_table_V2.1_30
target_15,0.7108715357261514,Dou_UCEC_CPTAC3_meta_table_V2.1_29
target_16,0.35910481353337076,Dou_UCEC_CPTAC3_meta_table_V2.1_26
target_2,1.0,Dou_UCEC_CPTAC3_meta_table_V2.1_26
target_3,1.0,Dou_UCEC_CPTAC3_meta_table_V2.1_27
target_4,1.0,Dou_UCEC_CPTAC3_meta_table_V2.1_28
target_5,0.4504913267773587,Dou_UCEC_CPTAC3_meta_table_V2.1_142
target_6,0.44788518261273524,Dou_UCEC_CPTAC3_meta_table_V2.1_84
target_7,0.4367735799657826,Dou_UCEC_CPTAC3_meta_table_V2.1_84
target_8,0.5970907346022966,Dou_UCEC_CPTAC3_meta_table_V2.1_20
target_9,0.6818813698376109,Dou_UCEC_CPTAC3_meta_table_V2.1_29
