TargetColumn,Similarity,CandidateColumn
target_0,0.7628809376399464,Clark_RNA-seq_sequencing_depth_0
target_1,0.4843128120362412,Clark_ccrcc_clinical_characteristics_3
target_10,0.9822517490481615,Clark_ccrcc_clinical_characteristics_10
target_11,0.7126023103077237,Clark_ccrcc_clinical_characteristics_9
target_12,0.556416713678183,Clark_ccrcc_clinical_characteristics_11
target_13,0.42210488491772813,Clark_WGS-WES_sequencing_depth_0
target_14,0.6120561160706294,Clark_ccrcc_clinical_characteristics_8
target_15,0.5634564646614703,Clark_ccrcc_clinical_characteristics_9
target_16,0.32189386763382277,Clark_ccrcc_clinical_characteristics_12
target_2,0.6787819559294916,Clark_ccrcc_clinical_characteristics_5
target_3,0.5787679843792601,Clark_ccrcc_clinical_characteristics_6
target_4,0.777859273065402,Clark_ccrcc_clinical_characteristics_2
target_5,0.3462938103185833,Clark_ccrcc_clinical_characteristics_2
target_6,0.5712884586169886,Clark_ccrcc_clinical_characteristics_14
target_7,0.5156205730637421,Clark_ccrcc_clinical_characteristics_15
target_8,0.7928967559694436,Clark_ccrcc_clinical_characteristics_13
target_9,0.6631986605164606,Clark_ccrcc_clinical_characteristics_12
