TargetColumn,Similarity,CandidateColumn
target_0,0.9071623271340469,Huang_Data_availabilty_0
target_1,0.5175577739014937,Huang_Meta_table_1
target_10,1.0,Huang_Meta_table_15
target_11,0.7022201841630331,Huang_Meta_table_16
target_12,0.5913628524493056,Huang_Meta_table_17
target_13,0.47406248798417394,Huang_Meta_table_0
target_14,0.4808398575464483,Huang_Meta_table_13
target_15,0.5984529920493061,Huang_Meta_table_23
target_16,0.2918087497540408,Huang_Meta_table_10
target_2,0.4211092575876898,Huang_Meta_table_24
target_3,0.380663184960204,Huang_Meta_table_24
target_4,0.922205832083636,Huang_Meta_table_2
target_5,0.38606299192407234,Huang_Meta_table_24
target_6,0.578453301539153,Huang_Meta_table_20
target_7,0.5137243355230416,Huang_Meta_table_19
target_8,0.7525821741829902,Huang_Meta_table_23
target_9,0.711642184940514,Huang_Meta_table_18
