TargetColumn,Similarity,CandidateColumn
target_0,0.5951384059748561,McDermott_BaselineClinicalData_0
target_1,0.559996713152103,McDermott_Summary_2
target_10,0.5086932373620049,McDermott_OneYearFollowUp_7
target_11,0.7165056323654649,McDermott_BaselineClinicalData_15
target_12,0.6286145581575262,McDermott_BaselineClinicalData_11
target_13,0.4027436683117438,McDermott_OneYearFollowUp_2
target_14,0.585025296922912,McDermott_BaselineClinicalData_9
target_15,0.5778855281387109,McDermott_BaselineClinicalData_1
target_16,0.2796160971102635,McDermott_BaselineClinicalData_14
target_2,0.6709504920764046,McDermott_BaselineClinicalData_5
target_3,0.789658765466048,McDermott_BaselineClinicalData_6
target_4,0.8189925738566205,McDermott_BaselineClinicalData_4
target_5,0.7848625862458926,McDermott_OneYearFollowUp_5
target_6,0.6043290045145909,McDermott_BaselineClinicalData_14
target_7,0.5234582630244303,McDermott_OneYearFollowUp_40
target_8,0.6651585189640735,McDermott_BaselineClinicalData_13
target_9,0.7285231092149651,McDermott_BaselineClinicalData_14
