TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Dou_UCEC_CPTAC3_meta_table_V2.1,case_submitter_id,Proteomics_Participant_ID,0.543135893936584
target,Dou_UCEC_CPTAC3_meta_table_V2.1,age_at_diagnosis,Age,0.6018897293725614
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tumor_focality,Tumor_Focality,0.9509125342900577
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tumor_largest_dimension_diameter,Tumor_Size_cm,0.6864849787998649
target,Dou_UCEC_CPTAC3_meta_table_V2.1,primary_diagnosis,Histologic_type,0.662209469878013
target,Dou_UCEC_CPTAC3_meta_table_V2.1,morphology,idx,0.42769770101418536
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tissue_or_organ_of_origin,Tumor_Site,0.5413648226843569
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tumor_code,WGS_tumor_sample_type,0.6067813398391214
target,Dou_UCEC_CPTAC3_meta_table_V2.1,study,Histologic_Grade_FIGO,0.27593704678012454
target,Dou_UCEC_CPTAC3_meta_table_V2.1,race,Race,0.6787819559294916
target,Dou_UCEC_CPTAC3_meta_table_V2.1,ethnicity,Ethnicity,0.8154334311886113
target,Dou_UCEC_CPTAC3_meta_table_V2.1,gender,Gender,0.8189925738566205
target,Dou_UCEC_CPTAC3_meta_table_V2.1,vital_status,Tumor_purity,0.4112290819098623
target,Dou_UCEC_CPTAC3_meta_table_V2.1,ajcc_pathologic_t,tumor_Stage-Pathological,0.5480052471083601
target,Dou_UCEC_CPTAC3_meta_table_V2.1,ajcc_pathologic_n,Path_Stage_Reg_Lymph_Nodes-pN,0.5204800509386427
target,Dou_UCEC_CPTAC3_meta_table_V2.1,ajcc_pathologic_stage,tumor_Stage-Pathological,0.7686729672849284
target,Dou_UCEC_CPTAC3_meta_table_V2.1,tumor_grade,tumor_Stage-Pathological,0.650670519697831
