TargetTable,CandidateTable,TargetColumn,CandidateColumn,Similarity
target,Krug_C)_QC_WXS,case_submitter_id,participant,0.5213514308994018
target,Krug_A)_Metadata,age_at_diagnosis,Age.in.Month,0.4863851771126062
target,Krug_C)_QC_WXS,tumor_focality,Type,0.5205781512616566
target,Krug_D)_QC_mutation_calls,tumor_largest_dimension_diameter,Tumor_Sample_Barcode,0.4923296159803273
target,Krug_A)_Metadata,primary_diagnosis,Tumor.Stage,0.495170061544137
target,Krug_C)_QC_WXS,morphology,Q30_BASES,0.46824272433579095
target,Krug_C)_QC_WXS,tissue_or_organ_of_origin,Type,0.4677311694170947
target,Krug_D)_QC_mutation_calls,tumor_code,Tumor_Sample_Barcode,0.5873250278570099
target,Krug_B)_QC_RNA-seq,study,QC,0.2719342801583299
target,Krug_A)_Metadata,race,Ethnicity,0.6204716388976214
target,Krug_A)_Metadata,ethnicity,Ethnicity,0.6377533804683152
target,Krug_A)_Metadata,gender,Gender,0.8111420091634753
target,Krug_A)_Metadata,vital_status,ER.Updated.Clinical.Status,0.4471450110082261
target,Krug_A)_Metadata,ajcc_pathologic_t,CD3.TILS.Status,0.5938856538956474
target,Krug_A)_Metadata,ajcc_pathologic_n,MAP3K1.Mutation.Status,0.46526811855244476
target,Krug_A)_Metadata,ajcc_pathologic_stage,Tumor.Stage,0.7147405299277192
target,Krug_C)_QC_WXS,tumor_grade,Type,0.5907400404234949
