TargetColumn,Similarity,CandidateColumn
target_0,0.42258156374908995,Krug_B)_QC_RNA-seq_0
target_1,0.3901448802612253,Krug_A)_Metadata_12
target_10,0.5124221379764052,Krug_A)_Metadata_4
target_11,0.4637286754964889,Krug_A)_Metadata_4
target_12,0.3823894603754008,Krug_A)_Metadata_13
target_13,0.3201521380739766,Krug_C)_QC_WXS_0
target_14,0.39051850938014643,Krug_C)_QC_WXS_0
target_15,0.6217936400097912,Krug_D)_QC_mutation_calls_6
target_16,0.2934065927072884,Krug_B)_QC_RNA-seq_3
target_2,0.39375982050782565,Krug_A)_Metadata_11
target_3,0.6502032123436463,Krug_A)_Metadata_11
target_4,0.5747133492331281,Krug_A)_Metadata_10
target_5,0.43587478812134783,Krug_A)_Metadata_12
target_6,0.3645282375336414,Krug_A)_Metadata_26
target_7,0.361697304048062,Krug_A)_Metadata_13
target_8,0.46655404253649224,Krug_A)_Metadata_4
target_9,0.5807074884170075,Krug_A)_Metadata_4
